time,hr,spo2,bp_sys,bp_dia,motion,hr_mean,anomaly,risk,true
88,74.83877774448479,96.73352702933124,122.09772726990867,79.49934954502835,0.386135970877958,81.61990833929276,False,0,0
89,74.91510349555226,99.24687595130472,115.65645256183625,76.59791181445924,0.0007848784235836,81.10884895010844,False,0,0
90,79.16969334096656,98.80605195221432,120.18044620198768,82.15506463293387,1.2032015083789094,80.83892906761103,False,0,0
91,77.08122180584458,97.46239805895353,112.33141012518644,78.77649520261593,-0.3379566651405961,80.7409211603003,False,0,0
92,71.01108227121797,97.61633988782228,123.35443929639008,85.69514000382746,-0.0106613625971915,80.32044486157709,False,0,0
93,80.13551782307084,98.91816379711916,123.15400312622396,86.01639424225908,-0.615503984314912,80.30365805218788,False,0,0
94,85.93537424133955,98.83217569763733,117.96959388240278,74.71366544175802,-0.4356133904832145,80.48231731402764,False,0,0
95,90.38583150032008,98.9669039673605,115.7138775634379,88.4897105813638,-1.2714518274852706,80.87469468497139,False,0,0
96,85.00136387274551,97.91387161542096,121.17303830851228,77.23965251734899,-0.3865412918309238,80.96793104809129,False,0,0
97,75.66107507635957,97.85958029670056,115.6454076873491,78.73352357906558,0.2785196374909494,80.79868566852353,False,0,0
98,81.21776485624348,98.88192523405428,107.03465671367182,79.24058095320886,1.919763577515568,80.75858584560447,False,0,0
99,76.603160280374,97.60819069000271,115.40803964433545,78.77181490751497,-0.3579513689961861,80.55950773095879,False,0,0
100,82.79453945889634,99.2144082237044,122.8585328435809,71.523125706884,1.0796927525711275,80.78456876316086,False,0,0
101,79.63439385428518,97.31142825253993,120.34949081291676,84.35955600840106,-0.6035490759464697,80.74975454552572,False,0,0
102,80.99054162325959,99.22273705974848,125.94267877321396,87.375792380166,-0.4752322899208144,80.69282590703561,False,0,0
103,86.45374480113765,97.19538843506577,115.00239147776996,84.56880142771735,-1.1957041651426448,80.89023712027645,False,0,0
104,88.58741692750463,100.00596334785756,124.3109108845039,76.32376214316606,1.2506862111463863,80.9301380734358,False,0,0
105,75.1816709509737,99.78029147996293,123.94773278930518,80.3031292509687,-0.2333897103358574,80.6696598912686,False,0,0
106,75.05038020672849,98.0359075787221,111.3744316086527,73.37858533526116,-0.7738715097777653,80.67676273610309,False,0,0
107,78.53084549162153,97.89884592129803,120.57800737625908,70.73484025221106,-0.3286765509092427,80.34637578727114,False,0,0
108,79.67234333472322,97.4624587751856,106.23065045964243,82.38238777054356,-0.2390167818425476,80.18838151968244,False,0,0
109,69.72012724428288,97.77769107021778,124.8827984174848,77.89397361102152,-1.7106060794770337,80.12219648457533,False,0,0
110,84.11937780091051,99.54065611329877,114.8873659270896,80.0240109422756,0.0116202164737286,80.11947498119227,False,0,0
111,80.74822600899972,96.97062113812837,120.38502818971811,79.69835958217446,-0.1654535436208908,80.12362373661196,False,0,0
112,75.67136841299833,97.42978521508913,123.21509679849602,74.8826432074895,0.8750107467654451,79.72072320961428,False,0,0
113,80.23016138789986,96.27553643596096,122.96685012893892,82.23325419967716,1.029280934731754,79.6123951786489,False,0,0
114,85.70630346362796,97.84650589444207,120.85409757177442,86.16127732644341,-0.5602351593124504,80.02422137887442,False,0,0
115,76.69902027344668,100.06665588893908,119.3460623373436,75.970162850521,0.4730408466697317,79.79847158224011,False,0,0
116,75.2663405958265,98.13387817552832,120.93014243884438,78.55618899404568,0.2771055461635958,79.54888849295195,False,0,0
117,73.42685488138494,99.13463069276165,118.8422592178074,92.10409214017515,-0.6851415212702966,79.34798743423424,False,0,0
118,80.31118746128978,97.27319172548884,116.5432417210882,83.02919836210435,-0.0367544729349106,79.53040109146106,False,0,0
119,81.99652909838609,98.21689038007,119.6347716908062,75.10444730948655,0.6889947500571094,79.76644861155552,False,0,0
120,80.9045503100367,97.7538585653974,123.3734699021073,87.21451460994491,-0.7168236890949111,79.82427717719119,False,0,0
121,86.82658049464735,98.6483705903537,121.57798135847814,82.96173042097124,-0.6934515622583345,80.14912246681796,False,0,0
122,76.14198099136121,98.42464033246662,106.47538103762837,78.16660560894906,0.3148982293428923,80.32015242415606,False,0,0
123,78.79762123735041,98.94453335832976,113.70070577399665,78.85514711747315,1.550737908868888,80.27555587129872,False,0,0
124,86.50003469337997,98.70287753057838,113.83345056376578,78.49114308785435,0.3793789512752721,80.29437788636673,False,0,0
125,77.87028690621513,97.24734468700083,125.92804976441846,80.04953620621741,1.1585703065540724,79.87719306656322,False,0,0
126,77.40866906467427,97.32738383461472,124.24541083996252,77.77851684914032,0.4039159266156427,79.6241032396275,False,0,0
127,81.74996753508468,99.56341718552338,115.14441076474336,76.8013557302609,-0.5550279469954426,79.82706632158504,False,0,0
128,80.28870317747314,99.8749408223858,111.03639319973357,77.610097841926,-0.3196541681696795,79.79609759895935,False,0,0
129,76.51487066143747,99.86773363604328,122.30349558001032,84.84680016387469,-0.8480614974563631,79.79315461166146,False,0,0
130,77.06454558201878,96.64838170899829,112.26136684739078,71.66859284312774,-1.3545498797676807,79.60215481576554,False,0,0
131,82.45058006403502,97.61399379119052,126.98619244212698,76.60000337160064,0.0413100912687142,79.69602768942387,False,0,0
132,69.5837408715655,99.40165496928468,126.82931511735006,88.61883683225722,-0.8546588453846473,79.31580099770075,False,0,0
133,91.73382819879586,96.7468456225615,121.48638726417612,81.24617241621684,1.2730039612473592,79.49180377762268,False,0,0
134,80.90144787733101,97.2965274789054,121.37633730284416,80.98049239631638,0.1135445013184011,79.23560480928356,False,0,0
135,81.62136359573199,97.67985010261802,119.51916992221628,77.43916264687688,0.4192922940252925,79.4502612307755,False,0,0
136,79.96374336055476,97.61940096612372,130.08944523430833,79.2444541170467,-0.4687177123628038,79.61404000256971,False,0,0
137,84.79821672221298,97.84557220497128,115.6923328725468,78.40469300609969,0.0164310961067514,79.82295237692276,False,0,0
138,79.8388953547814,98.75513462484984,116.4593063632612,82.70582055148313,0.6406032868349856,79.8285041109247,False,0,0
139,85.48732082084913,96.9189012493835,114.98833649556651,87.8435985118551,-1.7125249283020318,80.35407723014357,False,0,0
140,85.73427930854565,98.9183038788743,121.80627063367328,74.48920137905992,-1.4191631329648344,80.40790728039808,False,0,0
141,85.00900424094694,98.07773768886403,121.06244781631044,73.19324106083677,-1.353318951605631,80.54993322146298,False,0,0
142,85.57137622571662,98.1227736243162,123.35704189086084,79.01908292813505,-0.8780976917859962,80.87993348188692,False,0,0
143,85.51920963862668,99.35702863351834,116.44128384616572,78.46288083401319,0.3143819983322338,81.05623509024447,False,0,0
144,82.60689945567184,96.02731118430133,112.02573894643731,86.49877366771486,-0.0188686239863332,80.95292162331262,False,0,0
145,77.48742652780874,97.33164310714616,118.74113282372451,79.06170265719958,-1.3949814426952754,80.97920183179136,False,0,0
146,90.3358422655014,97.93689502905144,116.79518638787752,78.6924954702997,-1.0797221862656037,81.48151855411385,False,0,0
147,76.83148614225925,97.25880239504308,116.78372386536569,72.12608343335636,-1.5736588921444228,81.59500626280965,False,0,0
148,71.46368681518364,96.92401449560847,125.5799078026214,88.40042149910458,-0.0168175077439462,81.30008957460612,False,0,0
149,73.77278942066184,98.97691156003984,118.18687774872744,78.68276998977912,0.8209928792977883,81.02596491868198,False,0,0
150,80.38746266359362,96.81516101931513,114.56654230046382,78.41913883787484,-1.520378492139029,81.00872866380054,False,0,0
151,90.81121664640824,96.96154938777616,119.99453383835235,77.63356681514671,-0.0904167848888223,81.14154986885924,False,0,0
152,79.95172581787509,97.24312771818153,112.78804049512314,76.83329321467008,-0.0128986335357712,81.26854136307635,False,0,0
153,83.10205258058087,99.88515930480264,117.39513482977578,77.06498587955893,-0.7420844967953046,81.41202240785073,False,0,0
154,79.5311156432379,98.43882605951676,120.81004880191011,82.37657350445862,-0.052743941628172,81.17972510617932,False,0,0
155,78.28016287208,96.90211517255314,120.73113844601669,83.56687208242548,1.230636528868709,81.19338763837482,False,0,0
156,81.00799107125324,99.14138600301648,124.22766519415842,74.76073294302681,2.798810249849314,81.31336503859411,False,0,0
157,77.11203361388597,100.28230990784144,124.30313582442986,87.11906053547814,0.4716931569594937,81.15876724122081,False,0,0
158,85.253193820268,97.70600326683632,114.20859877122786,78.54302851712062,0.374754124759496,81.32425026264731,False,0,0
159,77.73511396751796,98.3544835205666,126.71829836655964,93.80793504232513,-0.1004290730896108,81.36492503951668,False,0,0
160,89.07913769815615,96.95021485353531,125.14206930563331,79.93066651782355,-0.1145387063519295,81.7654114433879,False,0,0
161,72.12348604302474,97.0677947717097,113.24492804043228,84.33290578753476,-0.5764596095417034,81.4211749760209,False,0,0
162,80.72166986685995,97.9830344689724,124.60278026902456,85.91334418134468,-0.0492674945906574,81.79243927586404,False,0,0
163,90.61567783201464,97.65476707789388,123.68407512793402,81.72370598529206,-1.2344033989733991,81.75516759697133,False,0,0
164,84.5016192661099,98.176909681574,121.13368754125013,80.19531854860904,0.2175042513703103,81.87517330993064,False,0,0
165,71.00001132066959,97.09670715670508,121.91037495661554,79.76722638695257,0.3943153390894922,81.52112823409523,False,0,0
166,82.41204363092639,98.02404274190792,122.31904432931364,75.92832354858555,-0.9308415644497658,81.60273824310761,False,0,0
167,82.74376404153355,96.89382240388028,117.876806775877,79.17848510544478,0.4319249977340095,81.53425648708497,False,0,0
168,81.60292904939507,97.27346436251791,120.40926112278709,81.49750491674226,0.581797282642133,81.59305761023874,False,0,0
169,84.82518932303232,96.2949932724081,123.98879261113376,86.98501431608102,-0.7577956078186968,81.57098656031152,False,0,0
170,84.0365670414661,98.98272559617672,121.47337215150922,70.25387348920185,-0.5215440166791979,81.51439615140887,False,0,0
171,86.16711689839579,97.89691667753075,117.4691111359286,76.07510995767045,0.102097742751631,81.55299990665716,False,0,0
172,75.87593436505747,98.60277889240623,113.373057753051,74.6426022042436,-0.4275775914605935,81.22981851130186,False,0,0
173,83.4311170519295,97.80453316462852,121.30953283770224,75.7294039736058,1.086210056362169,81.16021542507863,False,0,0
174,78.54600176885833,96.14802455513312,129.55391074332,78.58335342316505,1.133998450022709,81.02485216885151,False,0,0
175,76.61979823692079,97.52012948171614,124.92983239747782,82.45891288170031,1.5456472414277724,80.99593122582192,False,0,0
176,84.57163994049041,99.040512124732,125.2270303040499,85.50125662697364,1.0880655055812218,80.80379114832155,False,0,0
177,79.4812066283893,97.09796764346456,119.37591773875089,78.66498894980684,0.5066238601776797,80.89211516452588,False,0,0
178,87.78585794913579,97.60163096613768,128.2825730637868,82.45683293555733,-0.5585486350433275,81.43618753565761,False,0,0
179,74.70472042219247,97.33506992584056,119.20861106347805,72.10603892846453,-1.4490518914026942,81.4672519023753,False,0,0
180,75.51010772944629,99.41683324125547,126.02507292992804,78.18540632350198,0.8846434172001315,81.3046734045704,False,0,0
181,84.10530358346986,98.30785651210824,123.4124976147418,87.06464230687017,0.8536835345570599,81.08114296913911,False,0,0
182,82.01740073012436,96.43392637624127,114.874228183359,84.2777754638741,0.5282021563404135,81.14999879954742,False,0,0
183,81.06784989985887,99.2737210800208,129.7449819335608,76.39740345708579,-0.4787003531023439,81.08219204352335,False,0,0
184,81.60620193201521,96.23424320126196,117.4604386093121,84.76426923040404,0.5361509581073279,81.1513615864826,False,0,0
185,77.54149073728988,99.2511521447535,117.7604916275564,75.7168816888827,-1.3894056996079016,81.12673918198958,False,0,0
186,78.1885436544725,97.92635010015324,123.23292768259604,71.1947296393048,0.3297622580313821,81.03275760143023,False,0,0
187,80.49464657100964,97.60848927069388,113.75683226028512,80.35682417721586,-0.6223984575401025,81.1455113666677,False,0,0
188,78.73141040553206,95.22746985598124,126.4374438190069,85.02624608051678,-0.7534311699775752,80.9281185861765,False,0,0
189,86.33205750230414,97.02075285506496,123.46295884078108,89.30264736439067,0.8029010580756355,81.21468337066936,False,0,0
190,73.05126816591999,97.86205538724067,117.95005814636748,80.29452634771566,0.8295438838020749,80.68042105292815,False,0,0
191,79.00165773508542,97.20482008878896,108.52985962373288,76.89574869850232,0.1967278778005247,80.90969344266354,False,0,0
192,80.98789490922086,97.52053747099758,117.87031880803842,81.46091944771354,-1.9221799458015103,80.91856761074223,False,0,0
193,78.67636069815204,99.14409311888087,122.50463206071063,80.8318204441697,-1.0557940989122638,80.5205903729468,False,0,0
194,75.35819274327994,97.8695208992698,119.2134695570456,83.51752467126978,0.7260927976486232,80.21580948885247,False,0,0
195,85.08571146101947,96.62514106335736,121.12346068175056,79.17845392833179,-0.326692188507681,80.68533282686413,False,0,0
196,82.04745440362429,97.39934473880848,119.06007074150943,74.7102351356243,-1.2225513528687324,80.67317985262072,False,0,0
197,81.85586985328776,98.53090511654553,120.14322086020852,78.6216855352304,1.2162161278703336,80.6435833796792,False,0,0
198,75.68362690480399,97.97964884186696,114.12091932215232,85.57962387059254,0.6264491969012097,80.44627330819283,False,0,0
199,82.14844968991586,99.02143426060138,122.00140964668928,72.17787196328891,-0.9103102245851932,80.3570486537556,False,0,0
200,74.34193669037326,98.5006333844787,119.96809338858256,79.14388341322132,0.1642005382321764,80.0338943087192,False,0,0
201,77.99169030852978,96.626274735004,124.0088483443202,78.48380030626025,-0.2656179455553392,79.76138008905698,False,0,0
202,77.76300198528874,96.90501625299648,117.63219932120646,87.31104860222115,-0.7619962318411898,79.82428234306468,False,0,0
203,75.82648376531832,99.06434956546197,115.67647025937931,81.62737873357591,-0.8863603301361593,79.57079456684433,False,0,0
204,77.37445979342137,96.82355638055084,109.46713672575837,82.35399087868711,0.250816928892894,79.53174316766308,False,0,0
205,76.94668179911933,98.06778979123924,121.40029559108868,82.44310002909285,0.4286258307324984,79.54263928640304,False,0,0
206,82.24704703807065,97.27884760553428,127.93984766268323,78.52866151340942,0.8787925865011413,79.46515285632238,False,0,0
207,72.82376291467742,96.50198805685172,117.93796249443922,90.71601406420687,0.6275553400642981,79.24323806586533,False,0,0
208,80.91258904628613,98.3560433161346,120.54219028121598,77.20662423735419,0.876686910489781,79.014129102437,False,0,0
209,77.74283141733082,99.09443018332524,115.84236436304448,69.58606394611175,-0.415442020906528,79.1153994689416,False,0,0
210,79.91767466376508,98.4174480733298,119.59399085505652,74.49432239078585,0.848578103330102,79.26231836675224,False,0,0
211,85.61583356082491,99.58316864186442,120.98496584275853,80.96173138044075,1.6808115008469595,79.31266936599741,False,0,0
212,76.77091896452346,97.11251162001852,121.3444737277256,87.44461999143677,1.995000059915203,79.13778664047736,False,0,0
213,83.5440665361734,98.31311222936245,123.19155751561378,85.09688187599896,-0.7068352587059035,79.22032719502118,False,0,0
214,75.78516554226596,97.35675624706604,121.6024290973946,73.52426262233371,-0.0212497958023306,79.02629264869621,False,0,0
215,79.0128134889103,98.41106863364804,120.70990657277274,82.66396934483106,-1.9246416646966664,79.07533674041689,False,0,0
216,67.84540147650685,98.04126391061598,122.11723519177112,83.99911021683455,0.3993514512658024,78.73056533448471,False,0,0
217,88.31324456738807,97.63494692573984,120.75133149836256,71.18933861166846,1.1709578059198311,78.99118526769732,False,0,0
218,76.41497081070939,97.24803792661656,117.89654459201984,78.75357455826338,1.318222088273634,78.91397061453657,False,0,0
219,68.22268012216257,97.3332278544942,115.54658413177614,76.19782643393492,-0.5179182175351011,78.31032470186518,False,0,0
220,79.94621368039655,97.4993522847076,118.01101895105252,84.07864880063242,0.9820687019524774,78.54015621901439,False,0,0
221,79.55609524177726,96.98685798964333,116.4044250654424,78.26295887359501,0.2485370466621656,78.55863746923745,False,0,0
222,88.4227119204784,99.67749587111688,112.0550442903766,81.25386035041659,-0.0760346423629117,78.80646470294603,False,0,0
223,84.95946441240677,98.46655883277218,105.20938322162402,75.29317695297156,-0.1057234544977682,79.0159014934212,False,0,0
224,83.36695346907244,96.67252030025804,120.90612275523348,76.31689717641565,-0.0291644774579955,79.28286018428095,False,0,0
225,78.47963776052752,96.98866744620992,123.50235829506543,90.42888722279392,-1.822625775908497,79.0626577275979,False,0,0
226,72.08336155261338,97.85545904781203,123.2384342213562,85.1907026981554,0.6462477705831734,78.73052129923086,False,0,0
227,77.20440543946405,96.81336122093236,124.6138150142756,66.18184527246473,-1.1897856718870643,78.57547248543673,False,0,0
228,83.10769321943943,96.99323382976765,123.27700607170485,77.3850974209642,-0.6920554983047914,78.82294136259125,False,0,0
229,74.78699403813599,98.26180826111316,116.66765845872874,88.50257001287949,0.1512552388100947,78.57755950753193,False,0,0
230,80.62016487974807,98.21237702592612,125.87767013645066,86.34939299243513,-2.003898854063708,78.78683378051109,False,0,0
231,80.62102143359047,99.19476477793997,126.62212771636452,81.47895314969986,-1.4933116943539193,78.87447815134644,False,0,0
232,74.73727241092672,98.96091739565468,114.6723959416819,75.0686459728248,0.9294225462245288,78.77362049886771,False,0,0
233,81.61305167265202,97.76145116867716,120.88347231634395,81.05461281987286,0.0927634021105889,78.96650609577883,False,0,0
234,83.3854330240992,98.5317511346035,125.00615330400548,81.94198459567014,-1.6014028432544996,79.16687187013477,False,0,0
235,81.34613511083342,98.02642748900918,121.53050163202433,78.28030127787964,0.5002085207775986,79.31352031385855,False,0,0
236,82.78422834747599,98.11763051527294,121.03442914559886,75.68005630582152,-0.5878586336251486,79.3314263575054,False,0,0
237,83.15418770246517,96.6970946019999,122.52565986037597,74.4088408791978,0.9917682116328927,79.67577385043165,False,0,0
238,71.3430829549762,96.9259137752288,126.06661774028122,82.53532613763915,-1.6579097386313186,79.35679031405466,False,0,0
239,74.07487191433795,98.33617573461284,117.3041538787878,81.6189788246193,0.0434533460033057,79.23452499728823,False,0,0
240,83.8685975305098,97.27187843458135,123.37512989387442,88.07755951809214,-0.9094610148022468,79.36622242617972,False,0,0
241,80.24982584396619,98.31678467817544,120.67229588456364,79.24333902754952,0.3251717927344873,79.18735550228443,False,0,0
242,79.31278885072712,97.28375495770828,119.95105794278516,72.91462272500657,0.7917294758644533,79.27208449849122,False,0,0
243,81.51606411484765,96.41173792738618,129.64275985576802,81.46453288933236,1.0395867381819557,79.20448441778036,False,0,0
244,78.17669682579316,97.1005864635366,122.71805308333454,84.01824084082602,0.2308019194306255,79.28420212723127,False,0,0
245,75.56296818181718,98.6777191309719,115.14662228430088,77.92151037451096,-1.1184963549755826,79.16920728366149,False,0,0
